# nonce 98a30ec4a92213ba57b6d120f3b049ce434672e1f4c2ee3d490db186366dcdb9  n 30  registry /var/lib/t3/tmp/astra/v2/seed-registry.txt  counters tried 30
0	6185102792240140886	admitted
1	8755853977552987277	admitted
2	12153648923418518200	admitted
3	11151532166486038253	admitted
4	14782797682586776746	admitted
5	2586638353860241226	admitted
6	7797222088981460957	admitted
7	16914106676243337695	admitted
8	17380016107309069740	admitted
9	4872519857840070441	admitted
10	6460741950156061217	admitted
11	15320042189458576624	admitted
12	4481581871270843759	admitted
13	2526133772389730536	admitted
14	5671471283886933426	admitted
15	10835273698295202758	admitted
16	17316774662183274765	admitted
17	8176539551367944027	admitted
18	10882105840989348892	admitted
19	18390115156762500293	admitted
20	13500830528455456567	admitted
21	1401127988487338646	admitted
22	7700681765202323159	admitted
23	15807079958706394540	admitted
24	9319425482262338153	admitted
25	2093561245321342307	admitted
26	10636268072709740349	admitted
27	1266588499924407455	admitted
28	245054974385835927	admitted
29	16197236351957724232	admitted
